title,research_area,authors,image_file
A Fault Detection Approach Based on Machine Learning Models,Supervised Machine Learning,"[{'name': 'Luis E. Garza Castañón', 'institution': 'ITESM', 'subunit': 'Department of Mechatronics and Automation, Monterrey Campus', 'location': 'Monterrey, N.L., México', 'full_affiliation': 'Department of Mechatronics and Automation, ITESM Monterrey Campus'}, {'name': 'Francisco J. Cantú Ortiz', 'institution': 'ITESM', 'subunit': 'Research and Graduate Programs Office, Monterrey Campus', 'location': 'Monterrey, N.L., México', 'full_affiliation': 'Research and Graduate Programs Office, ITESM Monterrey Campus, Av. Eugenio Garza Sada Sur No. 2501, Monterrey, N.L. 64,489 México'}, {'name': 'Rubén Morales-Menéndez', 'institution': 'ITESM', 'subunit': 'Department of Mechatronics and Automation, Monterrey Campus', 'location': 'Monterrey, N.L., México', 'full_affiliation': 'Department of Mechatronics and Automation, ITESM Monterrey Campus'}, {'name': 'Ricardo Ramírez', 'institution': 'ITESM', 'subunit': 'Department of Mechatronics and Automation, Monterrey Campus', 'location': 'Monterrey, N.L., México', 'full_affiliation': 'Department of Mechatronics and Automation, ITESM Monterrey Campus'}]",2005_004_0056.png
A Mixed Mutation Strategy Evolutionary Programming Combined with Species Conservation Technique,Bio-inspired & Evolutionary Computing,"[{'name': 'Hongbin Dong', 'institution': 'Beijing Jiaotong University | Harbin Normal University', 'subunit': 'School of Computer Science and Information Technology | Department of Computer Science', 'location': 'Beijing, China | Harbin, China', 'full_affiliation': '1 School of Computer Science and Information Technology, Beijing Jiaotong University, Beijing 100044, China | 2 Department of Computer Science, Harbin Normal University, Harbin 150080, China'}, {'name': 'Jun He', 'institution': 'Beijing Jiaotong University | University of Birmingham', 'subunit': 'School of Computer Science and Information Technology | School of Computer Science', 'location': 'Beijing, China | Birmingham, UK', 'full_affiliation': '1 School of Computer Science and Information Technology, Beijing Jiaotong University, Beijing 100044, China | 3 School of Computer Science, University of Birmingham, Birmingham B15 2TT, UK'}, {'name': 'Houkuan Huang', 'institution': 'Beijing Jiaotong University', 'subunit': 'School of Computer Science and Information Technology', 'location': 'Beijing, China', 'full_affiliation': '1 School of Computer Science and Information Technology, Beijing Jiaotong University, Beijing 100044, China'}, {'name': 'Wei Hou', 'institution': 'Harbin Normal University', 'subunit': 'Department of Computer Science', 'location': 'Harbin, China', 'full_affiliation': '2 Department of Computer Science, Harbin Normal University, Harbin 150080, China'}]",2005_004_0057.png
Coevolutionary Multi-objective Optimization Using Clustering Techniques,Bio-inspired & Evolutionary Computing,"[{'name': 'Margarita Reyes Sierra', 'institution': 'CINVESTAV-IPN', 'subunit': 'Evolutionary Computation Group, Electrical Eng. Department, Computer Science Dept.', 'location': 'México D.F., México', 'full_affiliation': 'CINVESTAV-IPN (Evolutionary Computation Group), Electrical Eng. Department, Computer Science Dept., Av. IPN No. 2508, Col. San Pedro Zacatenco, México D.F. 07300, México'}, {'name': 'Carlos A. Coello Coello', 'institution': 'CINVESTAV-IPN', 'subunit': 'Evolutionary Computation Group, Electrical Eng. Department, Computer Science Dept.', 'location': 'México D.F., México', 'full_affiliation': 'CINVESTAV-IPN (Evolutionary Computation Group), Electrical Eng. Department, Computer Science Dept., Av. IPN No. 2508, Col. San Pedro Zacatenco, México D.F. 07300, México'}]",2005_004_0058.png
A Comparison of Memetic Recombination Operators for the MinLA Problem,Bio-inspired & Evolutionary Computing,"[{'name': 'Eduardo Rodriguez-Tello', 'institution': 'Université d’Angers', 'subunit': 'LERIA', 'location': 'Angers, France', 'full_affiliation': 'LERIA, Université d’Angers, 2 Boulevard Lavoisier, 49045 Angers, France'}, {'name': 'Jin-Kao Hao', 'institution': 'Université d’Angers', 'subunit': 'LERIA', 'location': 'Angers, France', 'full_affiliation': 'LERIA, Université d’Angers, 2 Boulevard Lavoisier, 49045 Angers, France'}, {'name': 'Jose Torres-Jimenez', 'institution': 'University of Guerrero', 'subunit': 'Mathematics Department', 'location': 'Acapulco, Guerrero, Mexico', 'full_affiliation': 'Mathematics Department, University of Guerrero, 54 Carlos E. Adame, 39650 Acapulco Guerrero, Mexico'}]",2005_004_0059.png
Hybrid Particle Swarm – Evolutionary Algorithm for Search and Optimization,Bio-inspired & Evolutionary Computing,"[{'name': 'Crina Grosan', 'institution': 'Babeş-Bolyai University', 'subunit': 'Department of Computer Science', 'location': 'Cluj-Napoca, Romania', 'full_affiliation': 'Department of Computer Science, Babeş-Bolyai University, Cluj-Napoca, 3400, Romania'}, {'name': 'Ajith Abraham', 'institution': 'Chung-Ang University', 'subunit': 'School of Computer Science and Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'School of Computer Science and Engineering, Chung-Ang University, Seoul 156-756, Korea'}, {'name': 'Sangyong Han', 'institution': 'Chung-Ang University', 'subunit': 'School of Computer Science and Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'School of Computer Science and Engineering, Chung-Ang University, Seoul 156-756, Korea'}, {'name': 'Alexander Gelbukh', 'institution': 'Instituto Politécnico Nacional (IPN)', 'subunit': 'Centro de Investigacin en Computacin (CIC)', 'location': 'Mexico', 'full_affiliation': 'Centro de Investigacin en Computacin (CIC), Instituto Politécnico Nacional (IPN), Mexico'}]",2005_004_0060.png
Particle Swarm Optimization with Opposite Particles,Heuristic Search & Optimization,"[{'name': 'Rujing Wang', 'institution': 'Chinese Academy of Science', 'subunit': 'Institute of Intelligent Machines (IIM)', 'location': 'Hefei, Anhui, P.R. China', 'full_affiliation': 'Institute of Intelligent Machines (IIM) of Chinese Academy of Science, 230031 Hefei, Anhui, P.R. China'}, {'name': 'Xiaoming Zhang', 'institution': 'Chinese Academy of Science', 'subunit': 'Institute of Intelligent Machines (IIM)', 'location': 'Hefei, Anhui, P.R. China', 'full_affiliation': 'Institute of Intelligent Machines (IIM) of Chinese Academy of Science, 230031 Hefei, Anhui, P.R. China'}]",2005_004_0061.png
Particle Evolutionary Swarm Optimization with Linearly Decreasing ε-Tolerance,Bio-inspired & Evolutionary Computing,"[{'name': 'Angel E. Muñoz Zavala', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': 'Guanajuato, Gto., México', 'full_affiliation': 'Center for Research in Mathematics (CIMAT), Department of Computer Science, A.P. 402, Guanajuato, Gto. 36240, México'}, {'name': 'Arturo Hernández Aguirre', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': 'Guanajuato, Gto., México', 'full_affiliation': 'Center for Research in Mathematics (CIMAT), Department of Computer Science, A.P. 402, Guanajuato, Gto. 36240, México'}, {'name': 'Enrique R. Villa Diharce', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': 'Guanajuato, Gto., México', 'full_affiliation': 'Center for Research in Mathematics (CIMAT), Department of Computer Science, A.P. 402, Guanajuato, Gto. 36240, México'}]",2005_004_0062.png
Useful Infeasible Solutions in Engineering Optimization with Evolutionary Algorithms,Bio-inspired & Evolutionary Computing,"[{'name': 'Efrén Mezura-Montes', 'institution': 'CINVESTAV-IPN', 'subunit': 'Evolutionary Computation Group (EVOCINV), Computer Science Section, Electrical Engineering Department', 'location': 'San Pedro Zacatenco, México D.F., México', 'full_affiliation': 'CINVESTAV-IPN, Evolutionary Computation Group (EVOCINV), Computer Science Section, Electrical Engineering Department, Av. IPN No. 2508 Col, San Pedro Zacatenco México D.F. 07300, México'}, {'name': 'Carlos A. Coello Coello', 'institution': 'CINVESTAV-IPN', 'subunit': 'Evolutionary Computation Group (EVOCINV), Computer Science Section, Electrical Engineering Department', 'location': 'San Pedro Zacatenco, México D.F., México', 'full_affiliation': 'CINVESTAV-IPN, Evolutionary Computation Group (EVOCINV), Computer Science Section, Electrical Engineering Department, Av. IPN No. 2508 Col, San Pedro Zacatenco México D.F. 07300, México'}]",2005_004_0063.png
A Hybrid Self-adjusted Memetic Algorithm for Multi-objective Optimization,Heuristic Search & Optimization,"[{'name': 'Xiuping Guo', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, Shanghai, P.R. China'}, {'name': 'Genke Yang', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, Shanghai, P.R. China'}, {'name': 'Zhiming Wu', 'institution': 'Shanghai Jiaotong University', 'subunit': 'Department of Automation', 'location': 'Shanghai, P.R. China', 'full_affiliation': 'Department of Automation, Shanghai Jiaotong University, Shanghai 200030, Shanghai, P.R. China'}]",2005_004_0064.png
Evolutionary Multiobjective Optimization Approach for Evolving Ensemble of Intelligent Paradigms for Stock Market Modeling,Bio-inspired & Evolutionary Computing,"[{'name': 'Ajith Abraham', 'institution': 'Chung-Ang University', 'subunit': 'School of Computer Science and Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'School of Computer Science and Engineering, Chung-Ang University, Seoul 156-756, Korea'}, {'name': 'Crina Grosan', 'institution': 'Babeş-Bolyai University', 'subunit': 'Department of Computer Science', 'location': 'Cluj-Napoca, Romania', 'full_affiliation': 'Department of Computer Science, Babeş-Bolyai University, Cluj-Napoca, 3400, Romania'}, {'name': 'Sang Yong Han', 'institution': 'Chung-Ang University', 'subunit': 'School of Computer Science and Engineering', 'location': 'Seoul, Korea', 'full_affiliation': 'School of Computer Science and Engineering, Chung-Ang University, Seoul 156-756, Korea'}, {'name': 'Alexander Gelbukh', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigacin en Computacin (CIC)', 'location': 'Mexico', 'full_affiliation': 'Centro de Investigacin en Computacin (CIC), Instituto Politécnico Nacional (IPN), Mexico'}]",2005_004_0065.png
Genetic Algorithms for Feature Weighting: Evolution vs. Coevolution and Darwin vs. Lamarck,Bio-inspired & Evolutionary Computing,"[{'name': 'Alexandre Blansché', 'institution': 'CNRS-ULP', 'subunit': 'LSIIT, UMR 7005', 'location': 'Illkirch, France', 'full_affiliation': 'LSIIT, UMR 7005 CNRS-ULP, Parc d’Innovation, Boulevard Sébastien Brant, 67412 Illkirch, France'}, {'name': 'Pierre Gançarski', 'institution': 'CNRS-ULP', 'subunit': 'LSIIT, UMR 7005', 'location': 'Illkirch, France', 'full_affiliation': 'LSIIT, UMR 7005 CNRS-ULP, Parc d’Innovation, Boulevard Sébastien Brant, 67412 Illkirch, France'}, {'name': 'Jerzy J. Korczak', 'institution': 'CNRS-ULP', 'subunit': 'LSIIT, UMR 7005', 'location': 'Illkirch, France', 'full_affiliation': 'LSIIT, UMR 7005 CNRS-ULP, Parc d’Innovation, Boulevard Sébastien Brant, 67412 Illkirch, France'}]",2005_004_0066.png
A Deterministic Alternative to Competent Genetic Algorithms That Solves to Optimality Linearly Decomposable Non-overlapping Problems in Polynomial Time,Bio-inspired & Evolutionary Computing,"[{'name': 'Manuel Valenzuela-Rendón', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Centro de Sistemas Inteligentes, Campus Monterrey', 'location': 'Monterrey, N.L., Mexico', 'full_affiliation': 'Centro de Sistemas Inteligentes, Tecnológico de Monterrey, Campus Monterrey, Av. Eugenio Garza Sada 2501 Sur, C.P. 64849, Monterrey, N.L., Mexico'}, {'name': 'Horacio Martínez-Alfaro', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Centro de Sistemas Inteligentes, Campus Monterrey', 'location': 'Monterrey, N.L., Mexico', 'full_affiliation': 'Centro de Sistemas Inteligentes, Tecnológico de Monterrey, Campus Monterrey, Av. Eugenio Garza Sada 2501 Sur, C.P. 64849, Monterrey, N.L., Mexico'}, {'name': 'Hugo Terashima-Marín', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Centro de Sistemas Inteligentes, Campus Monterrey', 'location': 'Monterrey, N.L., Mexico', 'full_affiliation': 'Centro de Sistemas Inteligentes, Tecnológico de Monterrey, Campus Monterrey, Av. Eugenio Garza Sada 2501 Sur, C.P. 64849, Monterrey, N.L., Mexico'}]",2005_004_0067.png
K-Dynamical Self Organizing Maps*,Unsupervised Machine Learning,"[{'name': 'Carolina Saavedra', 'institution': 'Universidad Técnica Federico Santa María', 'subunit': 'Dept. de Informática', 'location': 'Valparaíso, Chile', 'full_affiliation': 'Universidad Técnica Federico Santa María, Dept. de Informática, Casilla 110-V, Valparaíso-Chile'}, {'name': 'Héctor Allende', 'institution': 'Universidad Técnica Federico Santa María', 'subunit': 'Dept. de Informática', 'location': 'Valparaíso, Chile', 'full_affiliation': 'Universidad Técnica Federico Santa María, Dept. de Informática, Casilla 110-V, Valparaíso-Chile'}, {'name': 'Sebastián Moreno', 'institution': 'Universidad Técnica Federico Santa María', 'subunit': 'Dept. de Informática', 'location': 'Valparaíso, Chile', 'full_affiliation': 'Universidad Técnica Federico Santa María, Dept. de Informática, Casilla 110-V, Valparaíso-Chile'}, {'name': 'Rodrigo Salas', 'institution': 'Universidad Técnica Federico Santa María | Universidad de Valparaíso', 'subunit': 'Dept. de Informática | Departamento de Computación', 'location': 'Valparaíso, Chile', 'full_affiliation': 'Universidad Técnica Federico Santa María, Dept. de Informática, Casilla 110-V, Valparaíso-Chile | Universidad de Valparaíso, Departamento de Computación'}]",2005_004_0068.png
Study of Application Model on BP Neural Network Optimized by Fuzzy Clustering,Neural Networks & Deep Learning,"[{'name': 'Yong He', 'institution': 'Zhejiang University', 'subunit': 'College of Biosystems Engineering and Food Science', 'location': 'Hangzhou, P.R. China', 'full_affiliation': 'College of Biosystems Engineering and Food Science, Zhejiang University, 286 Kaixuan Road, 310029 Hangzhou, P.R. China'}, {'name': 'Yun Zhang', 'institution': 'Zhejiang University', 'subunit': 'College of Biosystems Engineering and Food Science', 'location': 'Hangzhou, P.R. China', 'full_affiliation': 'College of Biosystems Engineering and Food Science, Zhejiang University, 286 Kaixuan Road, 310029 Hangzhou, P.R. China'}, {'name': 'Liguo Xiang', 'institution': 'Zhejiang University', 'subunit': 'College of Biosystems Engineering and Food Science', 'location': 'Hangzhou, P.R. China', 'full_affiliation': 'College of Biosystems Engineering and Food Science, Zhejiang University, 286 Kaixuan Road, 310029 Hangzhou, P.R. China'}]",2005_004_0069.png
