,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
2019,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Ivan Olmos,Benemérita Universidad Autónoma de Puebla,Facultad de Ciencias de la Computación,"Puebla, México","Facultad de Ciencias de la Computación, Benemérita Universidad Autónoma de Puebla, 14 sur y Av. San Claudio, Ciudad Universitaria, Puebla, México",BUAP,2009,Mexico
2020,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Jesus A. Gonzalez,"Instituto Nacional de Astrofísica, Óptica y Electrónica",,"Puebla, México","Instituto Nacional de Astrofísica, Óptica y Electrónica, Luis Enrique Erro No. 1, Sta. María Tonantzintla, Puebla, México",INAOE,2009,Mexico
2021,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Patricia Sánchez,Benemérita Universidad Autónoma de Puebla,Departamento de Ciencias Microbiológicas,"Puebla, México","Departamento de Ciencias Microbiológicas, Benemérita Universidad Autónoma de Puebla, Ciudad Universitaria, Puebla, México",BUAP,2009,Mexico
2022,An Automaton for Motifs Recognition in DNA Sequences,2009_008_0048.png,Heuristic Search & Optimization,Candelario Vázquez,Benemérita Universidad Autónoma de Puebla,Departamento de Ciencias Microbiológicas,"Puebla, México","Departamento de Ciencias Microbiológicas, Benemérita Universidad Autónoma de Puebla, Ciudad Universitaria, Puebla, México",BUAP,2009,Mexico
2023,A New Method for Optimal Cropping Pattern,2009_008_0049.png,Bio-inspired & Evolutionary Computing,Juan Frausto-Solis,Tecnologico de Monterrey,Campus Cuernavaca,"Xochitepec, Morelos, Mexico","Tecnologico de Monterrey Campus Cuernavaca, Autopista del Sol km 104, Colonia Real del Puente, Xochitepec, Morelos, Mexico",ITESM,2009,Mexico
2024,A New Method for Optimal Cropping Pattern,2009_008_0049.png,Bio-inspired & Evolutionary Computing,Alberto Gonzalez-Sanchez,Tecnologico de Monterrey,Campus Cuernavaca,"Xochitepec, Morelos, Mexico","Tecnologico de Monterrey Campus Cuernavaca, Autopista del Sol km 104, Colonia Real del Puente, Xochitepec, Morelos, Mexico",ITESM,2009,Mexico
2025,A New Method for Optimal Cropping Pattern,2009_008_0049.png,Bio-inspired & Evolutionary Computing,Monica Larre,Tecnologico de Monterrey,Campus Cuernavaca,"Xochitepec, Morelos, Mexico","Tecnologico de Monterrey Campus Cuernavaca, Autopista del Sol km 104, Colonia Real del Puente, Xochitepec, Morelos, Mexico",ITESM,2009,Mexico
2026,MultiQuenching Annealing Algorithm for Protein Folding Problem,2009_008_0050.png,Heuristic Search & Optimization,Juan Frausto-Solis,Tecnológico de Monterrey,Campus Cuernavaca,"Xochitepec, Morelos, México","Tecnológico de Monterrey, Campus Cuernavaca, Autopista del Sol Km 104+06, Colonia Real del Puente, 62790, Xochitepec, Morelos. México",ITESM,2009,Mexico
2027,MultiQuenching Annealing Algorithm for Protein Folding Problem,2009_008_0050.png,Heuristic Search & Optimization,Xavier Soberon-Mainero,IBT UNAM,,,IBT UNAM,~IU,2009,
2028,MultiQuenching Annealing Algorithm for Protein Folding Problem,2009_008_0050.png,Heuristic Search & Optimization,Ernesto Liñán-García,Universidad Autónoma de Coahuila,,,Universidad Autónoma de Coahuila,UAdeC,2009,
2029,Outlier Detection with a Hybrid Artificial Intelligence Method,2009_008_0051.png,Hybrid AI & Expert Systems,Manuel Mejía-Lavalle,Instituto de Investigaciones Eléctricas,,"Cuernavaca, Morelos, México","Instituto de Investigaciones Eléctricas, Reforma 113, 62490 Cuernavaca, Morelos, México",IIE,2009,Mexico
2030,Outlier Detection with a Hybrid Artificial Intelligence Method,2009_008_0051.png,Hybrid AI & Expert Systems,Ricardo Gómez Obregón,Comisión Federal de Electricidad,,"México DF, México","Comisión Federal de Electricidad, Reforma 164, México DF, México",~CFE,2009,Mexico
2031,Outlier Detection with a Hybrid Artificial Intelligence Method,2009_008_0051.png,Hybrid AI & Expert Systems,Atlántida Sánchez Vivar,Instituto de Investigaciones Eléctricas,,"Cuernavaca, Morelos, México","Instituto de Investigaciones Eléctricas, Reforma 113, 62490 Cuernavaca, Morelos, México",IIE,2009,Mexico
2032,Wind Speed Forecasting Using a Hybrid Neural-Evolutive Approach,2009_008_0052.png,Bio-inspired & Evolutionary Computing,Juan J. Flores,Universidad Michoacana,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica",Mexico,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica, Universidad Michoacana, Mexico",UMSNH,2009,Mexico
2033,Wind Speed Forecasting Using a Hybrid Neural-Evolutive Approach,2009_008_0052.png,Bio-inspired & Evolutionary Computing,Roberto Loaeza,Universidad Michoacana,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica",Mexico,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica, Universidad Michoacana, Mexico",UMSNH,2009,Mexico
2034,Wind Speed Forecasting Using a Hybrid Neural-Evolutive Approach,2009_008_0052.png,Bio-inspired & Evolutionary Computing,Héctor Rodríguez,Universidad Michoacana,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica",Mexico,"Division de Estudios de Posgrado, Facultad de Ingenieria Electrica, Universidad Michoacana, Mexico",UMSNH,2009,Mexico
2035,Wind Speed Forecasting Using a Hybrid Neural-Evolutive Approach,2009_008_0052.png,Bio-inspired & Evolutionary Computing,Erasmo Cadenas,Universidad Michoacana,Facultad de Ingenieria Mecanica,Mexico,"Facultad de Ingenieria Mecanica, Universidad Michoacana, Mexico",UMSNH,2009,Mexico
2036,Hybridization of Evolutionary Mechanisms for Feature Subset Selection in Unsupervised Learning,2009_008_0053.png,Bio-inspired & Evolutionary Computing,Dolores Torres,Universidad Autónoma de Aguascalientes,Centro de Ciencias Básicas,"Aguascalientes, México","Universidad Autónoma de Aguascalientes, Centro de Ciencias Básicas. Avenida Universidad # 940 Col Ciudad Universitaria, Aguascalientes, AGS. C.P. 20100. México",UAA,2009,Mexico
2037,Hybridization of Evolutionary Mechanisms for Feature Subset Selection in Unsupervised Learning,2009_008_0053.png,Bio-inspired & Evolutionary Computing,Eunice Ponce-de-León,Universidad Autónoma de Aguascalientes,Centro de Ciencias Básicas,"Aguascalientes, México","Universidad Autónoma de Aguascalientes, Centro de Ciencias Básicas. Avenida Universidad # 940 Col Ciudad Universitaria, Aguascalientes, AGS. C.P. 20100. México",UAA,2009,Mexico
2038,Hybridization of Evolutionary Mechanisms for Feature Subset Selection in Unsupervised Learning,2009_008_0053.png,Bio-inspired & Evolutionary Computing,Aurora Torres,Universidad Autónoma de Aguascalientes,Centro de Ciencias Básicas,"Aguascalientes, México","Universidad Autónoma de Aguascalientes, Centro de Ciencias Básicas. Avenida Universidad # 940 Col Ciudad Universitaria, Aguascalientes, AGS. C.P. 20100. México",UAA,2009,Mexico
2039,Hybridization of Evolutionary Mechanisms for Feature Subset Selection in Unsupervised Learning,2009_008_0053.png,Bio-inspired & Evolutionary Computing,Alberto Ochoa,Universidad Autónoma de Ciudad Juárez,"Instituto de Ingeniería y Tecnología, Departamento de Ingeniería Eléctrica y Computación","Juárez, Chihuahua, México","Universidad Autónoma de Ciudad Juárez, Instituto de Ingeniería y Tecnología, Departamento de Ingeniería Eléctrica y Computación. Henry Dunant # 4016 Circuito Pronaf Apdo. Postal 1594-D, Juárez, Chihuahua. CP 32310. México",UACJ,2009,Mexico
2040,Hybridization of Evolutionary Mechanisms for Feature Subset Selection in Unsupervised Learning,2009_008_0053.png,Bio-inspired & Evolutionary Computing,Elva Díaz,Universidad Autónoma de Aguascalientes,Centro de Ciencias Básicas,"Aguascalientes, México","Universidad Autónoma de Aguascalientes, Centro de Ciencias Básicas. Avenida Universidad # 940 Col Ciudad Universitaria, Aguascalientes, AGS. C.P. 20100. México",UAA,2009,Mexico
2041,A Particle Swarm Optimization Method for Multimodal Optimization Based on Electrostatic Interaction,2009_008_0054.png,Bio-inspired & Evolutionary Computing,Julio Barrera,CINVESTAV-IPN,"Departamento de Computación, Evolutionary Computation Group","México, D.F., Mexico","CINVESTAV-IPN, Departamento de Computación, Evolutionary Computation Group, Av. IPN No. 2508, Col. San Pedro Zacatenco, México, D.F. 07360, Mexico",CINVESTAV,2009,Mexico
2042,A Particle Swarm Optimization Method for Multimodal Optimization Based on Electrostatic Interaction,2009_008_0054.png,Bio-inspired & Evolutionary Computing,Carlos A. Coello Coello,CINVESTAV-IPN,"Departamento de Computación, Evolutionary Computation Group | UMI-LAFMIA 3175","México, D.F., Mexico","CINVESTAV-IPN, Departamento de Computación, Evolutionary Computation Group, Av. IPN No. 2508, Col. San Pedro Zacatenco, México, D.F. 07360, Mexico | UMI-LAFMIA 3175 CNRS",CINVESTAV,2009,Mexico
2043,A Particle Swarm Optimization Method for Multimodal Optimization Based on Electrostatic Interaction,2009_008_0054.png,Bio-inspired & Evolutionary Computing,Carlos A. Coello Coello,CNRS,"Departamento de Computación, Evolutionary Computation Group | UMI-LAFMIA 3175","México, D.F., Mexico","CINVESTAV-IPN, Departamento de Computación, Evolutionary Computation Group, Av. IPN No. 2508, Col. San Pedro Zacatenco, México, D.F. 07360, Mexico | UMI-LAFMIA 3175 CNRS",*CNRS,2009,Mexico
2044,Ranking Methods for Many-Objective Optimization,2009_008_0055.png,Bio-inspired & Evolutionary Computing,Mario Garza-Fabre,CINVESTAV,CINVESTAV-Tamaulipas,"Cd. Victoria, Tamaulipas, Mexico","CINVESTAV-Tamaulipas. Km. 6 carretera Cd. Victoria-Monterrey Cd. Victoria, Tamaulipas, 87261, Mexico",CINVESTAV,2009,Mexico
2045,Ranking Methods for Many-Objective Optimization,2009_008_0055.png,Bio-inspired & Evolutionary Computing,Gregorio Toscano Pulido,CINVESTAV,CINVESTAV-Tamaulipas,"Cd. Victoria, Tamaulipas, Mexico","CINVESTAV-Tamaulipas. Km. 6 carretera Cd. Victoria-Monterrey Cd. Victoria, Tamaulipas, 87261, Mexico",CINVESTAV,2009,Mexico
2046,Ranking Methods for Many-Objective Optimization,2009_008_0055.png,Bio-inspired & Evolutionary Computing,Carlos A. Coello Coello,CINVESTAV-IPN,Departamento de Computación,"Col. San Pedro Zacatenco, México, D.F., Mexico","CINVESTAV-IPN, Departamento de Computación, Av. IPN No. 2508 Col. San Pedro Zacatenco, México, D.F. 07360, Mexico",CINVESTAV,2009,Mexico
2047,Why Unary Quality Indicators Are Not Inferior to Binary Quality Indicators,2009_008_0056.png,Bio-inspired & Evolutionary Computing,Giovanni Lizárraga,Corporación Mexicana de Investigación en Materiales S.A. de C.V.,,"Saltillo, México","Corporación Mexicana de Investigación en Materiales S.A. de C.V. Ciencia y Tecnología 790, Saltillo México",COMIMSA,2009,Mexico
2048,Why Unary Quality Indicators Are Not Inferior to Binary Quality Indicators,2009_008_0056.png,Bio-inspired & Evolutionary Computing,Marco Jimenez Gomez,Corporación Mexicana de Investigación en Materiales S.A. de C.V.,,"Saltillo, México","Corporación Mexicana de Investigación en Materiales S.A. de C.V. Ciencia y Tecnología 790, Saltillo México",COMIMSA,2009,Mexico
2049,Why Unary Quality Indicators Are Not Inferior to Binary Quality Indicators,2009_008_0056.png,Bio-inspired & Evolutionary Computing,Mauricio Garza Castañón,Corporación Mexicana de Investigación en Materiales S.A. de C.V.,,"Saltillo, México","Corporación Mexicana de Investigación en Materiales S.A. de C.V. Ciencia y Tecnología 790, Saltillo México",COMIMSA,2009,Mexico
2050,Why Unary Quality Indicators Are Not Inferior to Binary Quality Indicators,2009_008_0056.png,Bio-inspired & Evolutionary Computing,Jorge Acevedo-Davila,Corporación Mexicana de Investigación en Materiales S.A. de C.V.,,"Saltillo, México","Corporación Mexicana de Investigación en Materiales S.A. de C.V. Ciencia y Tecnología 790, Saltillo México",COMIMSA,2009,Mexico
2051,Why Unary Quality Indicators Are Not Inferior to Binary Quality Indicators,2009_008_0056.png,Bio-inspired & Evolutionary Computing,Salvador Botello Rionda,Center of Research in Mathematics,,"Valenciana, Guanajuato, México","Center of Research in Mathematics. Jalisco S/N, Valenciana, Guanajuato, México",~CRM,2009,Mexico
2052,Using Copulas in Estimation of Distribution Algorithms,2009_008_0057.png,Bio-inspired & Evolutionary Computing,Rogelio Salinas-Gutiérrez,Centro de Investigación en Matemáticas,,"Guanajuato, México","Centro de Investigación en Matemáticas, Guanajuato, México",CIMAT,2009,Mexico
2053,Using Copulas in Estimation of Distribution Algorithms,2009_008_0057.png,Bio-inspired & Evolutionary Computing,Arturo Hernández-Aguirre,Centro de Investigación en Matemáticas,,"Guanajuato, México","Centro de Investigación en Matemáticas, Guanajuato, México",CIMAT,2009,Mexico
2054,Using Copulas in Estimation of Distribution Algorithms,2009_008_0057.png,Bio-inspired & Evolutionary Computing,Enrique R. Villa-Diharce,Centro de Investigación en Matemáticas,,"Guanajuato, México","Centro de Investigación en Matemáticas, Guanajuato, México",CIMAT,2009,Mexico
2055,Redistricting by Square Cells,2009_008_0058.png,Heuristic Search & Optimization,Miguel Ángel Gutiérrez Andrade,Universidad Autónoma Metropolitana,Departamento de Ingeniería Eléctrica,"México, D.F., México","Universidad Autónoma Metropolitana, Departamento de Ingeniería Eléctrica, Av. San Rafael Atlixco 186 Col. Vicentina, 09340 México, D.F.",UAM,2009,Mexico
2056,Redistricting by Square Cells,2009_008_0058.png,Heuristic Search & Optimization,Eric Alfredo Rincón García,Universidad Nacional Autónoma de México,"Facultad de Ingeniería, DIMEI - Departamento de Sistemas","México, D.F., México","Universidad Nacional Autónoma de México, Facultad de Ingeniería, DIMEI - Departamento de Sistemas, Ciudad Universitaria, 04510 México, D.F.",UNAM,2009,Mexico
2057,Finding Minimal Addition Chains with a Particle Swarm Optimization Algorithm,2009_008_0059.png,Bio-inspired & Evolutionary Computing,Alejandro León-Javier,National Polytechnic Institute,Center for Computing Research (CIC-IPN),Mexico,"Center for Computing Research, National Polytechnic Institute (CIC-IPN), Mexico",IPN,2009,Mexico
2058,Finding Minimal Addition Chains with a Particle Swarm Optimization Algorithm,2009_008_0059.png,Bio-inspired & Evolutionary Computing,Nareli Cruz-Cortés,National Polytechnic Institute,Center for Computing Research (CIC-IPN),Mexico,"Center for Computing Research, National Polytechnic Institute (CIC-IPN), Mexico",IPN,2009,Mexico
2059,Finding Minimal Addition Chains with a Particle Swarm Optimization Algorithm,2009_008_0059.png,Bio-inspired & Evolutionary Computing,Marco A. Moreno-Armendáriz,National Polytechnic Institute,Center for Computing Research (CIC-IPN),Mexico,"Center for Computing Research, National Polytechnic Institute (CIC-IPN), Mexico",IPN,2009,Mexico
2060,Finding Minimal Addition Chains with a Particle Swarm Optimization Algorithm,2009_008_0059.png,Bio-inspired & Evolutionary Computing,Sandra Orantes-Jiménez,National Polytechnic Institute,Center for Computing Research (CIC-IPN),Mexico,"Center for Computing Research, National Polytechnic Institute (CIC-IPN), Mexico",IPN,2009,Mexico
2061,Building Blocks and Search,2009_008_0060.png,Heuristic Search & Optimization,Alexis Lozano,Universidad Nacional Autónoma de México,C3 Centro de Ciencias de la Complejidad,"México D.F., México","C3 Centro de Ciencias de la Complejidad, Universidad Nacional Autónoma de México, Torre de Ingeniería, Circuito Exterior s/n Ciudad Universitaria, México D.F. 04510",UNAM,2009,Mexico
2062,Building Blocks and Search,2009_008_0060.png,Heuristic Search & Optimization,Víctor Mireles,Universidad Nacional Autónoma de México,Instituto de Ciencias Nucleares,"México D.F., México","Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, A. Postal 70-543, México D.F. 04510",UNAM,2009,Mexico
2063,Building Blocks and Search,2009_008_0060.png,Heuristic Search & Optimization,Daniel Monsivais,Universidad Nacional Autónoma de México,Posgrado en Ciencia e Ingeniería de la Computación,"México D.F., México","Posgrado en Ciencia e Ingeniería de la Computación, Universidad Nacional Autónoma de México Circuito Escolar s/n Ciudad Universitaria, México D.F. 04510",UNAM,2009,Mexico
